Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"CELYAD ONCOLOGY";BE0974260896;CYAD;"Euronext Brussels, Paris";EUR;0.36;0.37;0.359;0.37;"03/07/2025 17:27";CET;3487;1261.15;0.37;03/07/2025
"CERINNOV GROUP";FR0013178712;ALPCV;"Euronext Growth Paris";EUR;0.49;0.49;0.49;0.49;"16/06/2025 16:15";CET;1675;820.75;0.49;03/07/2025
CFI;FR0000037475;CFI;"Euronext Paris";EUR;0.90;0.90;0.90;0.90;"19/06/2025 14:42";CET;170;153.00;0.90;03/07/2025
"CFM INDOSUEZWEALTH";MC0010000826;MLCFM;"Euronext Access Paris";EUR;1290.00;1320.00;1290.00;1320.00;"03/07/2025 16:30";CET;5;6540.00;1320.00;03/07/2025
"CH.FER DEPARTEMENT";FR0000037871;MLCFD;"Euronext Access Paris";EUR;870.00;870.00;870.00;870.00;"18/06/2025 16:30";CET;10;8700.00;835.00;03/07/2025
"CHARWOOD ENERGY";FR001400AJ60;ALCWE;"Euronext Growth Paris";EUR;3.02;3.02;2.92;3.00;"03/07/2025 15:08";CET;279;831.78;3.00;03/07/2025
CHAUSSERIA;FR0000060907;CHSR;"Euronext Paris";EUR;7.00;7.00;7.00;7.00;"20/06/2025 16:30";CET;2;14.00;7.00;03/07/2025
"CHEOPS TECHNOLOGY";FR0010447086;MLCHE;"Euronext Access Paris";EUR;58.50;62.00;58.50;62.00;"27/06/2025 16:30";CET;8;478.50;62.00;03/07/2025
"CHRISTIAN DIOR";FR0000130403;CDI;"Euronext Paris";EUR;466.20;467.40;459.40;459.80;"03/07/2025 17:35";CET;4450;2056717.80;459.80;03/07/2025
"CIBOX INTER A CTIV";FR0000054322;ALCBX;"Euronext Growth Paris";EUR;0.0228;0.0228;0.02;0.0222;"03/07/2025 17:15";CET;1068413;23022.98;0.0222;03/07/2025
"CIE DU MONT BLANC";FR0000060428;MLCMB;"Euronext Access Paris";EUR;187.00;187.00;187.00;187.00;"03/07/2025 16:54";CET;62;11594.00;187.00;03/07/2025
CIECHARGEURSINVEST;FR0000130692;CRI;"Euronext Paris";EUR;10.66;10.70;10.60;10.64;"03/07/2025 17:35";CET;1995;21228.98;10.64;03/07/2025
CLARANOVA;FR0013426004;CLA;"Euronext Paris";EUR;2.55;2.58;2.505;2.505;"03/07/2025 17:35";CET;90880;230106.26;2.505;03/07/2025
CLARIANE;FR0010386334;CLARI;"Euronext Paris";EUR;5.305;5.455;5.265;5.34;"03/07/2025 17:35";CET;670764;3599081.87;5.34;03/07/2025
"CMG CLEANTECH";FR0013406881;MLCMG;"Euronext Access Paris";EUR;0.82;0.82;0.82;0.82;"02/07/2025 16:54";CET;1386;1136.52;0.82;03/07/2025
COFACE;FR0010667147;COFA;"Euronext Paris";EUR;16.34;16.47;16.34;16.43;"03/07/2025 17:35";CET;119445;1960928.39;16.43;03/07/2025
COFIDUR;FR0013257409;ALCOF;"Euronext Growth Paris";EUR;296.00;298.00;296.00;298.00;"03/07/2025 16:44";CET;34;10072.00;298.00;03/07/2025
COGELEC;FR0013335742;ALLEC;"Euronext Growth Paris";EUR;24.00;25.30;24.00;25.20;"03/07/2025 17:25";CET;2773;68957.10;25.20;03/07/2025
COGRA;FR0011071570;ALCOG;"Euronext Growth Paris";EUR;5.10;5.10;4.99;5.04;"03/07/2025 17:35";CET;1773;8881.65;5.04;03/07/2025
COHERIS;FR0004031763;COH;"Euronext Paris";EUR;8.40;8.40;8.40;8.40;"03/07/2025 09:46";CET;118;991.20;8.40;03/07/2025
COIL;BE0160342011;ALCOI;"Euronext Growth Paris";EUR;2.70;2.76;2.70;2.76;"03/07/2025 12:39";CET;629;1698.54;2.76;03/07/2025
COLIPAYS;FR0010959684;MLCLP;"Euronext Access Paris";EUR;0.86;0.86;0.86;0.86;"02/07/2025 11:30";CET;400;344.00;0.86;03/07/2025
"COMPAGNIE ODET";FR0000062234;ODET;"Euronext Paris";EUR;1488.00;1494.00;1480.00;1488.00;"03/07/2025 17:35";CET;184;273688.00;1488.00;03/07/2025
"CONDOR TECHNOLOG";BE6252013725;MLMFI;"Euronext Access Paris";EUR;12.00;12.00;12.00;12.00;"29/02/2024 16:30";CET;1748;20976.00;12.00;03/07/2025
"CONSORT NT";FR0000077828;MLCNT;"Euronext Access Paris";EUR;70.00;70.00;70.00;70.00;"27/02/2023 16:30";CET;24;1680.00;66.00;03/07/2025
"CONSTRUCTEURS BOIS";FR00140007I9;MLLCB;"Euronext Access Paris";EUR;3.56;3.56;3.56;3.56;"03/07/2025 14:36";CET;50;178.00;3.56;03/07/2025
"CORE SPAIN HOLDCO";ES0105660007;MLCOE;"Euronext Access Paris";EUR;16.60;16.60;16.60;16.60;"17/11/2022 00:00";CET;-;-;16.60;03/07/2025
"COREP LIGHTING";FR0010035816;MLCOR;"Euronext Access Paris";EUR;9.00;9.00;9.00;9.00;"27/02/2024 11:30";CET;47;423.00;9.00;03/07/2025
"CORETECH 5";FR0013371507;MLCOT;"Euronext Access Paris";EUR;0.396;0.396;0.396;0.396;"27/06/2025 13:04";CET;133234;52760.67;0.396;03/07/2025
COTY;US2220702037;COTY;"Euronext Paris";EUR;4.304;4.3215;4.304;4.3215;"03/07/2025 17:25";CET;1246;5369.95;4.3215;03/07/2025
"COURBET HERITAGE";FR0004998318;MLCOU;"Euronext Access Paris";EUR;1.68;1.68;1.68;1.68;"03/07/2025 16:30";CET;1500;2520.00;1.68;03/07/2025
COURTOIS;FR0000065393;COUR;"Euronext Paris";EUR;123.00;123.00;123.00;123.00;"09/06/2025 16:30";CET;3;369.00;123.00;03/07/2025
COVIVIO;FR0000064578;COV;"Euronext Paris";EUR;52.75;53.10;52.55;52.85;"03/07/2025 17:35";CET;47997;2536581.85;52.85;03/07/2025
"COVIVIO HOTELS";FR0000060303;COVH;"Euronext Paris";EUR;22.60;22.80;22.60;22.80;"03/07/2025 17:35";CET;439;9963.70;22.80;03/07/2025
"CRCAM ALP.PROV.CCI";FR0000044323;CRAP;"Euronext Paris";EUR;96.98;97.06;96.60;96.60;"03/07/2025 15:48";CET;151;14636.02;96.60;03/07/2025
"CRCAM ATL.VEND.CCI";FR0000185506;CRAV;"Euronext Paris";EUR;102.50;102.50;101.50;102.50;"03/07/2025 17:17";CET;298;30513.46;102.50;03/07/2025
"CRCAM BRIE PIC2CCI";FR0010483768;CRBP2;"Euronext Paris";EUR;22.395;22.70;22.395;22.50;"03/07/2025 17:35";CET;1939;43795.81;22.50;03/07/2025
"CRCAM ILLE-VIL.CCI";FR0000045213;CIV;"Euronext Paris";EUR;78.49;79.58;78.49;79.58;"03/07/2025 15:11";CET;213;16806.13;79.58;03/07/2025
"CRCAM LANGUED CCI";FR0010461053;CRLA;"Euronext Paris";EUR;60.06;60.50;59.60;60.00;"03/07/2025 17:28";CET;92;5523.36;60.00;03/07/2025
"CRCAM LOIRE HTE L.";FR0000045239;CRLO;"Euronext Paris";EUR;71.60;72.00;71.60;72.00;"03/07/2025 16:39";CET;24;1727.60;72.00;03/07/2025
"CRCAM MORBIHAN CCI";FR0000045551;CMO;"Euronext Paris";EUR;79.10;80.00;79.00;80.00;"03/07/2025 17:08";CET;49;3902.30;80.00;03/07/2025
"CRCAM NORD CCI";FR0000185514;CNDF;"Euronext Paris";EUR;17.70;17.736;17.668;17.716;"03/07/2025 17:35";CET;5250;92901.61;17.716;03/07/2025
"CRCAM NORM.SEINE";FR0000044364;CCN;"Euronext Paris";EUR;99.09;100.00;99.06;100.00;"03/07/2025 14:37";CET;206;20512.67;100.00;03/07/2025
"CRCAM PARIS ET IDF";FR0000045528;CAF;"Euronext Paris";EUR;73.01;73.40;73.01;73.40;"03/07/2025 17:29";CET;231;16916.98;73.40;03/07/2025
"CRCAM SUD R.A.CCI";FR0000045346;CRSU;"Euronext Paris";EUR;152.52;153.00;152.52;153.00;"03/07/2025 16:20";CET;108;16522.72;153.00;03/07/2025
"CRCAM TOURAINE CCI";FR0000045304;CRTO;"Euronext Paris";EUR;95.19;96.00;95.19;96.00;"03/07/2025 17:17";CET;139;13288.63;96.00;03/07/2025
"CREDIT AGRICOLE";FR0000045072;ACA;"Euronext Paris";EUR;16.27;16.305;16.035;16.15;"03/07/2025 17:35";CET;3379272;54545424.36;16.15;03/07/2025
CROSSJECT;FR0011716265;ALCJ;"Euronext Growth Paris";EUR;1.534;1.626;1.534;1.586;"03/07/2025 17:35";CET;144988;228978.59;1.586;03/07/2025
"CROSSJECT BS27";FR001400UR90;CJBS;"Euronext Growth Paris";EUR;0.78;0.78;0.78;0.78;"30/06/2025 14:01";CET;320;249.60;0.78;03/07/2025
CROSSWOOD;FR0000050395;CROS;"Euronext Paris";EUR;10.70;10.70;10.70;10.70;"23/06/2025 16:30";CET;1;10.70;10.70;03/07/2025
CYBERGUN;FR0014004QR6;ALCYB;"Euronext Growth Paris";EUR;0.0004;0.0005;0.0004;0.0005;"16/06/2025 17:35";CET;134551439;64750.32;0.0005;03/07/2025
"CYBERGUN BSA K1";FR0013507977;CYBK1;"Euronext Growth Paris";EUR;0.0005;0.0005;0.0005;0.0005;"03/07/2025 15:10";CET;110000;55.00;0.0005;03/07/2025
"CYBERGUN BSA K2A";FR0013507985;CYBKA;"Euronext Growth Paris";EUR;0.0015;0.0015;0.0015;0.0015;"30/06/2025 13:33";CET;33333;50.00;0.0015;03/07/2025
"CYBERGUN BSA K2B";FR0013508009;CYBKB;"Euronext Growth Paris";EUR;0.0005;0.0005;0.0005;0.0005;"28/04/2025 09:00";CET;4872;2.44;0.0005;03/07/2025
D.L.S.I.;FR0010404368;ALDLS;"Euronext Growth Paris";EUR;11.10;11.30;11.00;11.30;"03/07/2025 17:12";CET;476;5317.60;11.30;03/07/2025
DAMARIS;FR0000077885;MLDAM;"Euronext Access Paris";EUR;5.50;5.50;5.50;5.50;"26/06/2025 11:30";CET;3;16.50;5.50;03/07/2025
DAMARTEX;FR0000185423;ALDAR;"Euronext Growth Paris";EUR;4.40;4.40;4.36;4.36;"03/07/2025 09:54";CET;28;122.96;4.36;03/07/2025
DANONE;FR0000120644;BN;"Euronext Paris";EUR;69.34;69.62;68.78;69.02;"03/07/2025 17:35";CET;913737;63090351.52;69.02;03/07/2025
"DASSAULT AVIATION";FR0014004L86;AM;"Euronext Paris";EUR;294.40;295.40;281.60;293.80;"03/07/2025 17:35";CET;59480;17363116.50;293.80;03/07/2025
"DASSAULT SYSTEMES";FR0014003TT8;DSY;"Euronext Paris";EUR;31.10;31.39;30.78;31.39;"03/07/2025 17:35";CET;957669;29934311.27;31.39;03/07/2025
DBT;FR001400LO86;ALDBT;"Euronext Growth Paris";EUR;0.1168;0.129;0.1062;0.1098;"03/07/2025 17:35";CET;300020;34599.79;0.1098;03/07/2025
"DBV TECHNOLOGIES";FR0010417345;DBV;"Euronext Paris";EUR;1.71;1.90;1.68;1.80;"03/07/2025 17:35";CET;1228217;2210681.51;1.80;03/07/2025
DEEZER;FR001400AYG6;DEEZR;"Euronext Paris";EUR;1.22;1.275;1.22;1.27;"03/07/2025 17:35";CET;22832;28521.05;1.27;03/07/2025
"DEEZER WARRANTS";FR0014004JF6;DEEZW;"Euronext Paris";EUR;0.0005;0.0005;0.0005;0.0005;"30/10/2024 09:00";CET;2;-;0.0005;03/07/2025
DEKUPLE;FR0000062978;DKUPL;"Euronext Paris";EUR;28.40;28.80;27.50;27.70;"03/07/2025 17:20";CET;1482;41526.10;27.70;03/07/2025
DELFINGEN;FR0000054132;ALDEL;"Euronext Growth Paris";EUR;23.00;24.20;22.80;23.80;"03/07/2025 17:27";CET;2089;48651.40;23.80;03/07/2025
"DELTA PLUS GROUP";FR0013283108;ALDLT;"Euronext Growth Paris";EUR;48.30;48.30;47.60;47.70;"03/07/2025 17:35";CET;1090;52150.80;47.70;03/07/2025
DERICHEBOURG;FR0000053381;DBG;"Euronext Paris";EUR;5.755;5.82;5.745;5.775;"03/07/2025 17:35";CET;102086;589979.97;5.775;03/07/2025
DEVERNOIS;FR0000060840;ALDEV;"Euronext Growth Paris";EUR;11.40;11.40;11.40;11.40;"03/07/2025 16:30";CET;2;22.80;11.40;03/07/2025
"DIAGNOSTIC MED BSA";FR001400IAQ8;DMSBS;"Euronext Growth Paris";EUR;0.003;0.01;0.002;0.004;"03/07/2025 17:28";CET;1294410;5964.73;0.004;03/07/2025
"DIAGNOSTIC MEDICAL";FR0012202497;ALDMS;"Euronext Growth Paris";EUR;1.355;1.38;1.345;1.35;"03/07/2025 17:35";CET;42724;58127.66;1.35;03/07/2025
DNXCORP;FR0010436584;ALDNX;"Euronext Growth Paris";EUR;19.60;19.90;19.55;19.90;"03/07/2025 17:35";CET;1651;32520.90;19.90;03/07/2025
"DOCK.PETR.AMBES AM";FR0000065260;DPAM;"Euronext Paris";EUR;890.00;890.00;885.00;885.00;"03/07/2025 16:30";CET;11;9755.00;885.00;03/07/2025
DOLFINES;FR001400SP13;ALDOL;"Euronext Growth Paris";EUR;2.54;2.54;2.30;2.51;"03/07/2025 17:35";CET;12397;29631.03;2.51;03/07/2025
DONTNOD;FR0013331212;ALDNE;"Euronext Growth Paris";EUR;0.94;0.958;0.908;0.958;"03/07/2025 17:26";CET;7813;7280.01;0.958;03/07/2025
"DRONE VOLT";FR001400SVN0;ALDRV;"Euronext Growth Paris";EUR;0.90;1.024;0.882;0.989;"03/07/2025 17:35";CET;1895934;1832957.48;0.989;03/07/2025
"DRONE VOLT BS26";FR0014007951;BNBS;"Euronext Growth Paris";EUR;0.02;0.0245;0.02;0.0235;"03/07/2025 17:27";CET;1666437;37736.98;0.0235;03/07/2025
"DRONE VOLT BSA";FR001400YNA2;DRVBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-;-;-
DYNAFOND;FR0000052920;MLDYN;"Euronext Access Paris";EUR;0.65;0.65;0.65;0.65;"30/06/2025 11:30";CET;146;94.90;0.65;03/07/2025
"DYNEX ENERGY SA";LU0881232630;MLDYX;"Euronext Access Paris";EUR;1.50;1.50;1.50;1.50;"02/07/2024 11:30";CET;1;1.50;1.50;03/07/2025
"E PANGO";FR0014004339;ALAGO;"Euronext Growth Paris";EUR;0.151;0.163;0.15;0.1584;"03/07/2025 17:28";CET;847552;133620.89;0.1584;03/07/2025
EAGLEFOOTBALLGROUP;FR0010428771;EFG;"Euronext Paris";EUR;1.88;1.88;1.84;1.88;"03/07/2025 17:08";CET;797;1490.93;1.88;03/07/2025
"EASSON HOLDINGS";HK0000038783;MLEAS;"Euronext Access Paris";EUR;1.26;1.26;1.26;1.26;"06/01/2025 11:30";CET;50;63.00;1.26;03/07/2025
"EAUX DE ROYAN";FR0007200100;MLEDR;"Euronext Access Paris";EUR;46.80;46.80;46.80;46.80;"03/07/2025 14:39";CET;43;2012.40;46.80;03/07/2025
EAVS;FR0010536185;MLEAV;"Euronext Access Paris";EUR;13.00;13.00;13.00;13.00;"28/09/2022 11:30";CET;2;26.00;13.00;03/07/2025
ECOLUTIONS;DE000A0XYM45;MLECO;"Euronext Access Paris";EUR;1.25;1.25;1.25;1.25;"21/12/2016 15:00";CET;100;125.00;1.25;03/07/2025
ECOMIAM;FR0013534617;ALECO;"Euronext Growth Paris";EUR;2.95;2.95;2.66;2.71;"03/07/2025 16:23";CET;2398;6679.14;2.71;03/07/2025
ECOSLOPS;FR0011490648;ALESA;"Euronext Growth Paris";EUR;0.75;0.756;0.682;0.756;"03/07/2025 14:53";CET;2247;1661.95;0.756;03/07/2025
EDENRED;FR0010908533;EDEN;"Euronext Paris";EUR;27.14;27.88;27.06;27.20;"03/07/2025 17:35";CET;855186;23298424.66;27.20;03/07/2025
EDILIZIACROBATICA;IT0005351504;ALEAC;"Euronext Growth Paris";EUR;5.70;5.70;5.70;5.70;"03/07/2025 09:00";CET;46;262.20;5.70;03/07/2025
"EDITIONS DU SIGNE";FR0000052755;MLEDS;"Euronext Access Paris";EUR;0.114;0.114;0.114;0.114;"27/06/2025 11:30";CET;265;30.21;0.114;03/07/2025
"EDUFORM ACTION";FR0010882886;MLEFA;"Euronext Access Paris";EUR;0.488;0.488;0.488;0.488;"01/07/2025 16:30";CET;40000;19520.00;0.488;03/07/2025
EDUNIVERSAL;FR0010439265;MLEDU;"Euronext Access Paris";EUR;0.21;0.21;0.21;0.21;"26/06/2025 11:30";CET;7080;1486.80;0.21;03/07/2025
EGIDE;FR0000072373;ALGID;"Euronext Growth Paris";EUR;0.526;0.532;0.52;0.53;"03/07/2025 17:17";CET;10495;5495.26;0.53;03/07/2025
"EGIDE BSA";FR001400TAW3;GIDBS;"Euronext Growth Paris";EUR;0.0005;0.0005;0.0005;0.0005;"26/06/2025 11:35";CET;154;0.08;0.0005;03/07/2025
EIFFAGE;FR0000130452;FGR;"Euronext Paris";EUR;117.95;118.45;116.60;117.70;"03/07/2025 17:35";CET;119997;14106143.25;117.70;03/07/2025
EKINOPS;FR0011466069;EKI;"Euronext Paris";EUR;4.50;4.505;4.485;4.50;"03/07/2025 17:35";CET;7821;35159.74;4.50;03/07/2025
ELEC.STRASBOURG;FR0000031023;ELEC;"Euronext Paris";EUR;143.00;143.00;140.50;141.50;"03/07/2025 17:35";CET;682;96622.00;141.50;03/07/2025
"ELECT. MADAGASCAR";FR0000035719;EEM;"Euronext Paris";EUR;3.32;3.32;3.32;3.32;"03/07/2025 16:30";CET;123;408.36;3.32;03/07/2025
"ELIOR GROUP";FR0011950732;ELIOR;"Euronext Paris";EUR;2.63;2.666;2.606;2.614;"03/07/2025 17:35";CET;344159;905411.69;2.614;03/07/2025
ELIS;FR0012435121;ELIS;"Euronext Paris";EUR;24.52;24.68;24.42;24.56;"03/07/2025 17:35";CET;219283;5384248.68;24.56;03/07/2025
ELIX;ES0105726006;MLERH;"Euronext Access Paris";EUR;2.00;2.00;2.00;2.00;"23/01/2025 12:13";CET;1;2.00;2.00;03/07/2025
EMBENTION;ES0105639001;MLUAV;"Euronext Access Paris";EUR;25.00;25.00;25.00;25.00;"03/07/2025 16:30";CET;60;1500.00;25.00;03/07/2025
EMEIS;FR001400NLM4;EMEIS;"Euronext Paris";EUR;11.71;12.05;11.50;11.72;"03/07/2025 17:35";CET;605763;7184120.76;11.72;03/07/2025
"EMOVA GROUP";FR0013356755;ALEMV;"Euronext Growth Paris";EUR;0.635;0.645;0.56;0.615;"03/07/2025 17:35";CET;10420;5864.73;0.615;03/07/2025
"ENCRES DUBUIT";FR0004030708;ALDUB;"Euronext Growth Paris";EUR;2.56;2.56;2.44;2.48;"03/07/2025 17:35";CET;1954;4806.92;2.48;03/07/2025
ENENSYS;FR0013330792;ALNN6;"Euronext Growth Paris";EUR;1.26;1.37;1.24;1.35;"03/07/2025 17:09";CET;36958;48755.88;1.35;03/07/2025
ENERGISME;FR0013399359;ALNRG;"Euronext Growth Paris";EUR;0.0048;0.0048;0.0046;0.0047;"03/07/2025 17:35";CET;371038;1743.84;0.0047;03/07/2025
ENGIE;FR0010208488;ENGI;"Euronext Paris, Brussels";EUR;19.83;19.895;19.41;19.49;"03/07/2025 17:35";CET;5134151;100410382.17;19.49;03/07/2025
ENOGIA;FR0014004974;ALENO;"Euronext Growth Paris";EUR;3.23;3.27;3.13;3.17;"03/07/2025 17:35";CET;14086;45105.18;3.17;03/07/2025
ENTECH;FR0014004362;ALESE;"Euronext Growth Paris";EUR;7.37;7.40;7.27;7.32;"03/07/2025 17:11";CET;4802;35258.95;7.32;03/07/2025
ENTREPARTICULIERS;FR0010424697;ALENT;"Euronext Growth Paris";EUR;6.20;6.20;5.92;5.96;"03/07/2025 17:35";CET;7650;46540.36;5.96;03/07/2025
ENTREPRENDRE;FR0000045122;ALENR;"Euronext Growth Paris";EUR;6.60;6.60;6.60;6.60;"01/07/2025 12:39";CET;441;2910.60;6.60;03/07/2025
EO2;FR0010465534;ALEO2;"Euronext Growth Paris";EUR;3.06;3.06;2.82;2.82;"03/07/2025 16:24";CET;669;1957.50;2.82;03/07/2025
EQUASENS;FR0012882389;EQS;"Euronext Paris";EUR;47.50;49.50;47.50;49.50;"03/07/2025 17:35";CET;6730;328006.05;49.50;03/07/2025
ERAMET;FR0000131757;ERA;"Euronext Paris";EUR;49.32;49.80;47.74;48.26;"03/07/2025 17:35";CET;38663;1885643.41;48.26;03/07/2025
ESSILORLUXOTTICA;FR0000121667;EL;"Euronext Paris";EUR;236.70;237.80;234.20;235.60;"03/07/2025 17:35";CET;332203;78284220.60;235.60;03/07/2025
ESSO;FR0000120669;ES;"Euronext Paris";EUR;156.20;156.60;154.00;154.40;"03/07/2025 17:35";CET;16437;2551307.10;154.40;03/07/2025
"EURASIA FONC INV";FR0000061475;EFI;"Euronext Paris";EUR;0.192;0.192;0.192;0.192;"01/07/2025 16:30";CET;4027;773.19;0.192;03/07/2025
"EURASIA GROUPE";FR0010844001;ALEUA;"Euronext Growth Paris";EUR;1.22;1.22;1.22;1.22;"05/06/2025 10:04";CET;1;1.22;1.22;03/07/2025
EURAZEO;FR0000121121;RF;"Euronext Paris";EUR;60.75;61.95;60.30;61.60;"03/07/2025 17:35";CET;93817;5766254.35;61.60;03/07/2025
EUROAPI;FR0014008VX5;EAPI;"Euronext Paris";EUR;3.19;3.226;3.094;3.094;"03/07/2025 17:35";CET;148951;472761.72;3.094;03/07/2025
EUROBIO-SCIENTIFIC;FR0013240934;ALERS;"Euronext Growth Paris";EUR;25.20;25.25;25.20;25.25;"03/07/2025 16:30";CET;229;5772.30;25.25;03/07/2025
"EUROFINS CEREP";FR0013256518;ALECR;"Euronext Growth Paris";EUR;18900.00;18900.00;18900.00;18900.00;"02/07/2025 16:35";CET;8;151200.00;18900.00;03/07/2025
"EUROFINS SCIENT.";FR0014000MR3;ERF;"Euronext Paris";EUR;60.66;61.48;60.66;61.02;"03/07/2025 17:35";CET;166094;10148155.24;61.02;03/07/2025
"EUROLAND CORPORATE";FR0010157115;ALERO;"Euronext Growth Paris";EUR;3.00;3.00;3.00;3.00;"03/07/2025 13:37";CET;326;978.00;3.00;03/07/2025
"EUROLOG CANOLA";ES0105586004;MLCAN;"Euronext Access Paris";EUR;1320.00;1320.00;1320.00;1320.00;"11/08/2021 00:00";CET;-;-;1250.00;03/07/2025
EURONEXT;NL0006294274;ENX;"Euronext Paris, Amsterdam, Brussels";EUR;143.20;144.70;143.10;144.60;"03/07/2025 17:37";CET;131197;18929357.90;144.60;03/07/2025
EUROPACORP;FR0010490920;ALECP;"Euronext Growth Paris";EUR;0.464;0.464;0.463;0.464;"03/07/2025 16:58";CET;1364;631.70;0.464;03/07/2025
"European Medical S";BE0974497290;ALEMS;"Euronext Growth Brussels, Paris";EUR;4.6895;4.6895;4.50;4.50;"02/07/2025 15:04";CET;50;233.34;4.50;03/07/2025
EUROPLASMA;FR001400PDG8;ALEUP;"Euronext Growth Paris";EUR;0.0055;0.0055;0.0053;0.0054;"03/07/2025 17:35";CET;24489146;131314.96;0.0054;03/07/2025
"EUTELSAT COMMUNIC.";FR0010221234;ETL;"Euronext Paris";EUR;3.58;3.605;3.42;3.425;"03/07/2025 17:36";CET;1271237;4452195.02;3.425;03/07/2025
EVERGREEN;FR0000035784;EGR;"Euronext Paris";EUR;0.33;0.36;0.32;0.33;"08/04/2025 17:35";CET;17001;5762.10;0.33;03/07/2025
"EXACOMPTA CLAIREF.";FR0000064164;ALEXA;"Euronext Growth Paris";EUR;155.00;155.00;155.00;155.00;"03/07/2025 16:30";CET;24;3720.00;155.00;03/07/2025
"EXAIL TECHNOLOGIES";FR0000062671;EXA;"Euronext Paris";EUR;88.60;91.80;86.60;90.90;"03/07/2025 17:35";CET;57854;5177092.30;90.90;03/07/2025
"EXEL INDUSTRIES";FR0004527638;EXE;"Euronext Paris";EUR;42.00;42.20;42.00;42.10;"03/07/2025 17:35";CET;365;15352.40;42.10;03/07/2025
EXOSENS;FR001400Q9V2;EXENS;"Euronext Paris";EUR;38.35;38.90;38.25;38.45;"03/07/2025 17:35";CET;60810;2339611.60;38.45;03/07/2025
"EXPLOSIFS PROD.CHI";FR0014003AQ4;EXPL;"Euronext Paris";EUR;195.00;198.00;194.50;198.00;"03/07/2025 17:35";CET;312;61151.00;198.00;03/07/2025
FACEPHI;ES0105029005;ALPHI;"Euronext Growth Paris";EUR;2.65;2.70;2.65;2.67;"03/07/2025 17:20";CET;691;1851.75;2.67;03/07/2025
"FAIFEY INVEST";ES0105553004;MLECE;"Euronext Access Paris";EUR;19.80;19.80;19.80;19.80;"29/07/2021 00:00";CET;-;-;19.40;03/07/2025
"FASHION B AIR";FR0004034593;ALFBA;"Euronext Growth Paris";EUR;0.0285;0.0285;0.0285;0.0285;"04/07/2024 10:35";CET;1000;28.50;0.0285;03/07/2025
FD;FR0012300424;MLFDV;"Euronext Access Paris";EUR;0.58;0.58;0.58;0.58;"02/07/2025 11:30";CET;45;26.10;0.58;03/07/2025
"FDJ UNITED";FR0013451333;FDJU;"Euronext Paris";EUR;33.86;33.98;33.36;33.40;"03/07/2025 17:37";CET;188047;6305071.70;33.40;03/07/2025
FERM.CAS.MUN.CANNE;FR0000062101;FCMC;"Euronext Paris";EUR;1490.00;1490.00;1490.00;1490.00;"01/07/2025 16:30";CET;9;13410.00;1490.00;03/07/2025
FERMENTALG;FR0011271600;ALGAE;"Euronext Growth Paris";EUR;0.52;0.52;0.506;0.515;"03/07/2025 17:37";CET;114231;58532.12;0.515;03/07/2025
"FIDUCIAL OFF.SOL.";FR0000061418;SACI;"Euronext Paris";EUR;26.80;26.80;26.80;26.80;"03/07/2025 11:30";CET;1;26.80;26.80;03/07/2025
"FIDUCIAL REAL EST.";FR0000060535;ORIA;"Euronext Paris";EUR;168.00;168.00;168.00;168.00;"03/07/2025 13:10";CET;9;1512.00;168.00;03/07/2025
"FIGEAC AERO";FR0011665280;FGA;"Euronext Paris";EUR;10.90;11.00;10.75;10.85;"03/07/2025 17:35";CET;25542;278230.10;10.85;03/07/2025
"FILL UP MEDIA";FR001400AEM6;ALFUM;"Euronext Growth Paris";EUR;6.35;6.40;6.35;6.40;"03/07/2025 13:17";CET;858;5491.15;6.40;03/07/2025
"FIN.OUEST AFRICAIN";SN0000033192;FOAF;"Euronext Paris";EUR;14.00;14.00;14.00;14.00;"27/06/2025 11:58";CET;283;3962.00;14.00;03/07/2025
"FINANCIERE MARJOS";FR0000060824;FINM;"Euronext Paris";EUR;0.10;0.10;0.10;0.10;"03/07/2025 16:30";CET;254;25.40;0.10;03/07/2025
FINATIS;FR0000035123;FNTS;"Euronext Paris";EUR;1.37;1.37;1.37;1.37;"26/03/2024 11:30";CET;9;12.33;1.37;03/07/2025
FINAXO;FR0010487272;MLFXO;"Euronext Access Paris";EUR;4.64;4.64;4.64;4.64;"03/07/2025 11:30";CET;510;2366.40;4.64;03/07/2025
FIPP;FR0000038184;FIPP;"Euronext Paris";EUR;0.11;0.11;0.11;0.11;"02/07/2025 10:34";CET;545;59.95;0.11;03/07/2025
FIRSTCAUTION;CH0120879058;MLFIR;"Euronext Access Paris";EUR;40.20;40.20;40.20;40.20;"26/05/2025 11:30";CET;49;1969.80;40.20;03/07/2025
"FLEURY MICHON";FR0000074759;ALFLE;"Euronext Growth Paris";EUR;25.30;25.50;25.00;25.50;"03/07/2025 17:35";CET;203;5147.00;25.50;03/07/2025
FLORENTAISE;FR001400GO75;ALFLO;"Euronext Growth Paris";EUR;0.92;0.964;0.854;0.86;"03/07/2025 17:35";CET;1002;926.78;0.86;03/07/2025
"FNAC DARTY";FR0011476928;FNAC;"Euronext Paris";EUR;34.70;35.05;34.60;34.90;"03/07/2025 17:35";CET;21127;735403.85;34.90;03/07/2025
